AAPL,Date_AAPL,MSFT,Date_MSFT,GOOGL,Date_GOOGL,TSLA,Date_TSLA
27.145498275756836,2016-12-23,57.8585319519043,2016-12-23,40.38999938964844,2016-12-23,14.22266674041748,2016-12-23
27.31790542602539,2016-12-27,57.8951301574707,2016-12-27,40.496498107910156,2016-12-27,14.635333061218262,2016-12-27
27.201417922973633,2016-12-28,57.62980651855469,2016-12-28,40.22850036621094,2016-12-28,14.649333000183105,2016-12-28
27.19443130493164,2016-12-29,57.547462463378906,2016-12-29,40.14400100708008,2016-12-29,14.312000274658203,2016-12-29
26.982425689697266,2016-12-30,56.85213088989258,2016-12-30,39.622501373291016,2016-12-30,14.246000289916992,2016-12-30
27.05930519104004,2017-01-03,57.25469970703125,2017-01-03,40.4005012512207,2017-01-03,14.465999603271484,2017-01-03
27.029024124145508,2017-01-04,56.99852752685547,2017-01-04,40.38850021362305,2017-01-04,15.13266658782959,2017-01-04
27.166473388671875,2017-01-05,56.99852752685547,2017-01-05,40.6510009765625,2017-01-05,15.116666793823242,2017-01-05
27.46933364868164,2017-01-06,57.492576599121094,2017-01-06,41.260501861572266,2017-01-06,15.267333030700684,2017-01-06
27.72093391418457,2017-01-09,57.30958938598633,2017-01-09,41.35900115966797,2017-01-09,15.41866683959961,2017-01-09
27.7488956451416,2017-01-10,57.291297912597656,2017-01-10,41.300498962402344,2017-01-10,15.324666976928711,2017-01-10
27.89799690246582,2017-01-11,57.81279373168945,2017-01-11,41.49300003051758,2017-01-11,15.315333366394043,2017-01-11
27.781513214111328,2017-01-12,57.28213882446289,2017-01-12,41.47650146484375,2017-01-12,15.305999755859375,2017-01-12
27.732587814331055,2017-01-13,57.36448669433594,2017-01-13,41.547000885009766,2017-01-13,15.850000381469727,2017-01-13
27.956241607666016,2017-01-17,57.208961486816406,2017-01-17,41.37300109863281,2017-01-17,15.70533275604248,2017-01-17
27.953908920288086,2017-01-18,57.1815071105957,2017-01-18,41.45100021362305,2017-01-18,15.890666961669922,2017-01-18
27.90498161315918,2017-01-19,56.99852752685547,2017-01-19,41.21849822998047,2017-01-19,16.250667572021484,2017-01-19
27.956241607666016,2017-01-20,57.40108108520508,2017-01-20,41.40850067138672,2017-01-20,16.315332412719727,2017-01-20
27.974876403808594,2017-01-23,57.60237121582031,2017-01-23,42.221500396728516,2017-01-23,16.594667434692383,2017-01-23
27.949243545532227,2017-01-24,58.11470413208008,2017-01-24,42.47650146484375,2017-01-24,16.974000930786133,2017-01-24
28.394216537475586,2017-01-25,58.2610969543457,2017-01-25,42.92250061035156,2017-01-25,16.96466636657715,2017-01-25
28.408199310302734,2017-01-26,58.800880432128906,2017-01-26,42.8489990234375,2017-01-26,16.833999633789062,2017-01-26
28.410524368286133,2017-01-27,60.18239212036133,2017-01-27,42.25149917602539,2017-01-27,16.863332748413086,2017-01-27
28.335973739624023,2017-01-30,59.587703704833984,2017-01-30,41.19150161743164,2017-01-30,16.708667755126953,2017-01-30
28.270742416381836,2017-01-31,59.14855194091797,2017-01-31,41.009498596191406,2017-01-31,16.795333862304688,2017-01-31
29.994712829589844,2017-02-01,58.16960144042969,2017-02-01,40.762001037597656,2017-02-01,16.615999221801758,2017-02-01
29.943456649780273,2017-02-02,57.79448318481445,2017-02-02,40.91299819946289,2017-02-02,16.770000457763672,2017-02-02
30.07158851623535,2017-02-03,58.2610969543457,2017-02-03,41.006500244140625,2017-02-03,16.755332946777344,2017-02-03
30.353487014770508,2017-02-06,58.22450256347656,2017-02-06,41.08100128173828,2017-02-06,17.184667587280273,2017-02-06
30.642362594604492,2017-02-07,58.03237533569336,2017-02-07,41.46149826049805,2017-02-07,17.165332794189453,2017-02-07
30.76117515563965,2017-02-08,57.95002746582031,2017-02-08,41.49399948120117,2017-02-08,17.472000122070312,2017-02-08
30.98346519470215,2017-02-09,58.6087532043457,2017-02-09,41.50299835205078,2017-02-09,17.946666717529297,2017-02-09
30.913267135620117,2017-02-10,58.553871154785156,2017-02-10,41.74250030517578,2017-02-10,17.948667526245117,2017-02-10
31.187028884887695,2017-02-13,59.21259307861328,2017-02-13,41.948001861572266,2017-02-13,18.706666946411133,2017-02-13
31.591800689697266,2017-02-14,59.433502197265625,2017-02-14,42.00149917602539,2017-02-14,18.73200035095215,2017-02-14
31.706439971923828,2017-02-15,59.396671295166016,2017-02-15,41.86600112915039,2017-02-15,18.650667190551758,2017-02-15
